formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C19H16O4	[M + H]+	C19H17O4+	Shikimates and Phenylpropanoids	0.998	Diarylheptanoids	0.999	Linear diarylheptanoids	0.999	Phenylpropanoids and polyketides	0.939	Diarylheptanoids	0.950	Linear diarylheptanoids	0.953	Curcuminoids	0.845	Curcuminoids	0.845	Organic compounds; Styrenes; Ketones; 1,3-dicarbonyl compounds; Phenols; Phenylpropanoids and polyketides; Acryloyl compounds; Organooxygen compounds; Curcuminoids; Cinnamic acids and derivatives; Enones; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Diarylheptanoids; Linear diarylheptanoids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Beta-diketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	309.112	261	4.347	666527565640300447	666526515403247439	21122	
1	C11H14O	[M + H]+	C11H15O+	Shikimates and Phenylpropanoids	0.576	Phenylpropanoids (C6-C3)	0.655	Cinnamic acids and derivatives	0.610	Benzenoids	0.964	Benzene and substituted derivatives	0.830	Phenylpropanes	0.585			Phenylpropanes	0.585	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	163.112	263	4.380	666527529913212511	666526486361884858	21202	
1	C24H38O5	[M + H]+	C24H39O5+	Terpenoids	1.000	Steroids	0.999	Cholane steroids	0.997	Lipids and lipid-like molecules	0.999	Steroids and steroid derivatives	0.999	Bile acids, alcohols and derivatives	0.974	Hydroxy bile acids, alcohols and derivatives	0.959	Hydroxy bile acids, alcohols and derivatives	0.959	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 7-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	407.279	265	4.415	666527561567630321	666526526060974893	21568	
1	C35H42N4O5	[M + H]+	C35H43N4O5+	Alkaloids	0.867	Pseudoalkaloids (transamidation)	0.189	Cytochalasan alkaloids	0.398	Organoheterocyclic compounds	0.997	Indoles and derivatives	0.940	Indoles	0.937	3-alkylindoles	0.810	3-alkylindoles	0.810	Organic compounds; Organoheterocyclic compounds; Pyrroles; Lactams; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	599.323	266	4.431	666527529426673169	666526538522253227	21394	
1	C23H37N3O4S	[M + Na]+	C23H37N3NaO4S+	Amino acids and Peptides	0.476	Oligopeptides	0.056	Dipeptides	0.034	Benzenoids	0.992	Benzene and substituted derivatives	0.986	Benzenesulfonamides	0.983			Benzenesulfonamides	0.983	Organic compounds; Organosulfur compounds; Benzenesulfonamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonylureas; Carboxylic acid derivatives; Sulfonyls; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	474.240	266	4.437	666527546237446348	666526532927051111	21480	
1	C24H36O5	[M + H]+	C24H37O5+	Terpenoids	1.000	Steroids	1.000	Cholane steroids	0.993	Lipids and lipid-like molecules	1.000	Steroids and steroid derivatives	0.999	Bile acids, alcohols and derivatives	0.975	Hydroxy bile acids, alcohols and derivatives	0.810	Monohydroxy bile acids, alcohols and derivatives	0.513	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Monohydroxy bile acids, alcohols and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-oxosteroids; 7-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	405.262	266	4.441	666527589266816337	666526525914174238	21571	
1	C12H10N2OS	[M + H]+	C12H11N2OS+	Alkaloids	0.945	Tryptophan alkaloids	0.907	Simple indole alkaloids	0.562	Organoheterocyclic compounds	0.997	Indoles and derivatives	0.969	Indoles	0.955			Indoles	0.955	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Substituted pyrroles; Benzenoids; Indoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	231.059	268	4.472	666527539056796165	666526501901781808	21566	
1	C18H35NO3	[M + H]+	C18H36NO3+	Fatty acids	0.998	Fatty Acids and Conjugates	0.757	N-acyl amines	0.432	Lipids and lipid-like molecules	0.972	Fatty Acyls	0.973	Fatty amides	0.583	N-acyl amines	0.550	N-acyl amines	0.550	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	314.269	268	4.474	666527544777828115	666526516170805136	21559	
1	C24H41N3O5	[M + H]+	C24H42N3O5+	Fatty acids	0.809	Fatty amides	0.817	N-acyl amines	0.828	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.992	Amino acids and derivatives	0.991	N-acyl-alpha amino acids	0.965	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Substituted imidazoles; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	452.311	269	4.475	666527616215221097	666526531610039525	21632	
1	C33H48N4O7	[M + H]+	C33H49N4O7+	Amino acids and Peptides	0.365	Oligopeptides	0.933	Depsipeptides	0.518	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.982	Amino acids and derivatives	0.979	Alpha amino acid esters	0.703	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	613.358	269	4.489	666527628265458145	666526539176564716	21690	
1	C13H20N4O4	[M + H]+	C13H21N4O4+	Amino acids and Peptides	0.574	Small peptides	0.266	Dipeptides	0.206	Organic oxygen compounds	0.999	Organooxygen compounds	0.990	Alcohols and polyols	0.693	Secondary alcohols	0.548	Secondary alcohols	0.548	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	297.157	270	4.495	666527635118953282	666526511607402119	21692	
1	C24H32ClNO6	[M + H]+	C24H33ClNO6+	Terpenoids	0.749	Steroids	0.505	Cholane steroids	0.196	Lipids and lipid-like molecules	0.916	Steroids and steroid derivatives	0.923	Bile acids, alcohols and derivatives	0.666			Bile acids, alcohols and derivatives	0.666	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Organochlorides; Secondary alcohols; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	466.197	270	4.500	666527657290047379	666526532557952319	21698	
1	C33H42N4O8	[M + H]+	C33H43N4O8+	Amino acids and Peptides	0.836	Oligopeptides	0.952	Depsipeptides	0.112	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.959	Peptides	0.633	Peptides	0.633	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	623.307	272	4.531	666527635748098977	666526539512109071	21976	
1	C27H43NO5	[M + K]+	C27H43KNO5+	Alkaloids	0.449	Pseudoalkaloids (transamidation)	0.608	Cytochalasan alkaloids	0.530	Lipids and lipid-like molecules	0.559							Lipids and lipid-like molecules	0.559	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	500.276	273	4.543	666527658854522967	666526534688658971	21950	
1	C29H47NO8	[M + H]+	C29H48NO8+	Terpenoids	0.986	Steroids	0.984	Cholane steroids	0.995	Lipids and lipid-like molecules	0.998	Steroids and steroid derivatives	0.998	Bile acids, alcohols and derivatives	0.998	Glycinated bile acids and derivatives	0.977	Glycinated bile acids and derivatives	0.977	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Trihydroxy bile acids, alcohols and derivatives; Glycinated bile acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; N-acyl-alpha amino acids; 3-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	538.339	273	4.557	666527676730648476	666526536148276913	21984	
1	C35H47N7O10	[M + H]+	C35H48N7O10+	Amino acids and Peptides	0.994	Oligopeptides	0.998	Cyclic peptides	0.604	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.996	Peptides	0.903	Oligopeptides	0.784	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	726.348	274	4.572	666527641821451904	666526540946561159	22111	
1	C24H41NO4	[M + H]+	C24H42NO4+	Terpenoids	0.994	Steroids	0.993	Cholane steroids	0.999	Lipids and lipid-like molecules	0.993	Steroids and steroid derivatives	0.998	Bile acids, alcohols and derivatives	0.996	Hydroxy bile acids, alcohols and derivatives	0.994	Trihydroxy bile acids, alcohols and derivatives	0.576	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Trihydroxy bile acids, alcohols and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 3-alpha-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	408.310	274	4.573	666527655104814765	666526526451045205	22156	
